"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 1","Male","BROWN","Middle","FIGHT 3","Thu","09/01","09:43 AM",2,"26",815,"Jacob Raul Ramirez","Alliance International ",0,0,"42",815,"Christopher Roy Ford","Carlson Gracie Team",0,1
"Master 1","Male","BROWN","Middle","FIGHT 8","Thu","09/01","10:47 AM",2,"4",816,"Christopher Lee Pratt","Gracie Barra",0,0,"47",816,"Anthony Cumerlato","Autore",0,1
"Master 1","Male","BROWN","Middle","FIGHT 13","Thu","09/01","11:23 AM",1,"10",817,"Jackpaul Singh","McVicker's Brazilian Jiu Jitsu",0,1,"14",817,"Ryne Cox","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Middle","FIGHT 6","Thu","09/01","10:13 AM",1,"6",818,"Trey Carter","Brasa CTA",0,1,"42",818,"Christopher Roy Ford","Carlson Gracie Team",0,0
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"4",819,"Christopher Lee Pratt","Gracie Barra",0,1,"BYE",819,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"6",820,"Trey Carter","Brasa CTA",0,1,"BYE",820,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 11","Thu","09/01","11:04 AM",1,"14",821,"Ryne Cox","Six Blades Jiu-Jitsu",0,1,"47",821,"Anthony Cumerlato","Autore",0,0
"Master 1","Male","BROWN","Middle","FIGHT 9","Thu","09/01","10:52 AM",1,"10",822,"Jackpaul Singh","McVicker's Brazilian Jiu Jitsu",0,1,"6",822,"Trey Carter","Brasa CTA",0,0
"Master 1","Male","BROWN","Middle","FIGHT 2","Thu","09/01","09:40 AM",1,"22",823,"Paul Jacob Boudreaux","GHBJJ",0,1,"38",823,"Fabian Ruiz Androvetto","AJR Jiu-Jitsu ",0,0
"Master 1","Male","BROWN","Middle","FIGHT 4","Thu","09/01","10:14 AM",2,"18",824,"Oscar V D Vela","La Colonia Jiu-Jitsu",1,0,"34",824,"Joshua  Michael Lucchesi","TABJJ / Honeybadger BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 5","Thu","09/01","10:08 AM",1,"14",825,"Ryne Cox","Six Blades Jiu-Jitsu",0,1,"22",825,"Paul Jacob Boudreaux","GHBJJ",0,0
"Master 1","Male","BROWN","Middle","FIGHT 7","Thu","09/01","10:44 AM",1,"10",826,"Jackpaul Singh","McVicker's Brazilian Jiu Jitsu",0,1,"34",826,"Joshua  Michael Lucchesi","TABJJ / Honeybadger BJJ",1,0
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"14",827,"Ryne Cox","Six Blades Jiu-Jitsu",0,1,"BYE",827,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"10",828,"Jackpaul Singh","McVicker's Brazilian Jiu Jitsu",0,1,"BYE",828,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 5","Thu","09/01","10:15 AM",0,"31",829,"Nicholas Charles Scott","Alliance ",1,0,"46",829,"Brandon Anthony Feria","CheckMat",1,0
"Master 1","Male","BROWN","Middle","FIGHT 2","Thu","09/01","10:10 AM",2,"27",830,"Tyrel Michael Higginbotham","CheckMat International",0,0,"43",830,"Christian Joseph Lastimoza","TABJJ / Honeybadger BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 6","Thu","09/01","10:15 AM",1,"2",831,"Christian Omar Buron Navarro","Garth Taylor Jiu-Jitsu",0,1,"BYE",831,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 14","Thu","09/01","11:24 AM",1,"19",832,"Franklin J Ramsey","Double Five",0,1,"39",832,"Diego Fernando Ospina Ortiz","R1NG BJJ",0,0
"Master 1","Male","BROWN","Middle","FIGHT 8","Thu","09/01","10:39 AM",1,"7",833,"Bashir Kazemipur","Legion American Jiu-Jitsu",0,1,"43",833,"Christian Joseph Lastimoza","TABJJ / Honeybadger BJJ",0,0
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"2",834,"Christian Omar Buron Navarro","Garth Taylor Jiu-Jitsu",0,1,"BYE",834,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"7",835,"Bashir Kazemipur","Legion American Jiu-Jitsu",0,1,"BYE",835,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 7","Thu","09/01","10:29 AM",1,"39",836,"Diego Fernando Ospina Ortiz","R1NG BJJ",0,1,"2",836,"Christian Omar Buron Navarro","Garth Taylor Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Middle","FIGHT 11","Thu","09/01","11:06 AM",1,"19",837,"Franklin J Ramsey","Double Five",0,1,"7",837,"Bashir Kazemipur","Legion American Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Middle","FIGHT 1","Thu","09/01","09:41 AM",2,"23",838,"Justin Robert Hesse","Caveirinha Jiu-Jitsu Family USA",0,0,"39",838,"Diego Fernando Ospina Ortiz","R1NG BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 9","Thu","09/01","10:22 AM",1,"19",839,"Franklin J Ramsey","Double Five",0,1,"35",839,"Joseph Orlando Gabaldon Jr ","Gracie Humaita",1,0
"Master 1","Male","BROWN","Middle","FIGHT 3","Thu","09/01","10:12 AM",2,"15",840,"Riccardo Santonastaso","Fight Sports International",0,0,"39",840,"Diego Fernando Ospina Ortiz","R1NG BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 10","Thu","09/01","11:04 AM",2,"11",841,"Tayler James L Decker","Alliance Jiu-Jitsu",1,0,"19",841,"Franklin J Ramsey","Double Five",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"15",842,"Riccardo Santonastaso","Fight Sports International",0,1,"BYE",842,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"11",843,"Tayler James L Decker","Alliance Jiu-Jitsu",0,1,"BYE",843,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 3","Thu","09/01","09:58 AM",1,"28",844,"Tinzin Pasang","Brasa CTA",0,1,"45",844,"Brandon Lee Trujillo","Paragon BJJ Academy",0,0
"Master 1","Male","BROWN","Middle","FIGHT 2","Thu","09/01","09:53 AM",2,"25",845,"Adrian Rodolfo Erw Guggenheim","SF Empire Jiu-Jitsu",0,0,"41",845,"Daniel A Arcala Vegamora","Atos Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Middle","FIGHT 7","Thu","09/01","10:25 AM",1,"3",846,"Michael Karayiannis","Six Blades Jiu-Jitsu",0,1,"28",846,"Tinzin Pasang","Brasa CTA",0,0
"Master 1","Male","BROWN","Middle","FIGHT 15","Thu","09/01","11:44 AM",2,"9",847,"Andrei Hunko","Abmar Barbosa Association",0,0,"13",847,"Leon Schulz","GF Team",0,1
"Master 1","Male","BROWN","Middle","FIGHT 6","Thu","09/01","10:17 AM",2,"5",848,"Peter Jin Guo Yu","Pyramid Jiu-Jitsu",0,0,"41",848,"Daniel A Arcala Vegamora","Atos Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"3",849,"Michael Karayiannis","Six Blades Jiu-Jitsu",0,1,"BYE",849,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"5",850,"Peter Jin Guo Yu","Pyramid Jiu-Jitsu",0,1,"BYE",850,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 11","Thu","09/01","10:57 AM",1,"13",851,"Leon Schulz","GF Team",0,1,"3",851,"Michael Karayiannis","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Middle","FIGHT 12","Thu","09/01","11:06 AM",1,"9",852,"Andrei Hunko","Abmar Barbosa Association",0,1,"41",852,"Daniel A Arcala Vegamora","Atos Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Middle","FIGHT 1","Thu","09/01","09:42 AM",2,"21",853,"Vincent Meng","Stout PGH - Team Renzo Gracie",0,0,"37",853,"Felipe Andres Navarrete Teuber","Cohab Chile",0,1
"Master 1","Male","BROWN","Middle","FIGHT 5","Thu","09/01","10:11 AM",2,"17",854,"Robert John Arias","TAC Team BJJ",0,0,"33",854,"Joshua Canezo Alvarez","Alliance International ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 4","Thu","09/01","10:06 AM",1,"13",855,"Leon Schulz","GF Team",0,1,"37",855,"Felipe Andres Navarrete Teuber","Cohab Chile",0,0
"Master 1","Male","BROWN","Middle","FIGHT 8","Thu","09/01","10:36 AM",1,"9",856,"Andrei Hunko","Abmar Barbosa Association",0,1,"33",856,"Joshua Canezo Alvarez","Alliance International ",0,0
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"13",857,"Leon Schulz","GF Team",0,1,"BYE",857,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","BYE","BYE","BYE","BYE",1,"9",858,"Andrei Hunko","Abmar Barbosa Association",0,1,"BYE",858,"BYE","BYE",0,1
"Master 1","Male","BROWN","Middle","FIGHT 22","Thu","09/01","12:37 PM",2,"19",859,"Franklin J Ramsey","Double Five",0,0,"29",859,"Shawn Ryan Gantz","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 20","Thu","09/01","12:20 PM",2,"10",860,"Jackpaul Singh","McVicker's Brazilian Jiu Jitsu",0,0,"29",860,"Shawn Ryan Gantz","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","BROWN","Middle","FIGHT 17","Thu","09/01","12:08 PM",2,"13",861,"Leon Schulz","GF Team",0,0,"19",861,"Franklin J Ramsey","Double Five",0,1
"Master 1","Male","BLACK","Middle","FIGHT 4","Thu","09/01","10:12 AM",1,"17",862,"Gregory Scott Walker","R1NG BJJ",0,1,"51",862,"Asthar Sheram Ribeiro C Leal","Team Carvalho",1,0
"Master 1","Male","BLACK","Middle","FIGHT 8","Thu","09/01","10:18 AM",2,"28",863,"Drew Kyle Palomo","Zenith BJJ",1,0,"44",863,"Hector Sebastián Diaz Matus","Cohab Chile",0,1
"Master 1","Male","BLACK","Middle","FIGHT 5","Thu","09/01","10:22 AM",1,"40",864,"Joshua Aaron Bacallao","Gracie Barra BJJ",0,1,"17",864,"Gregory Scott Walker","R1NG BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 13","Thu","09/01","11:40 AM",2,"12",865,"Rehan Muttalib","Alliance ",0,0,"1",865,"Jaime Soares Canuto","GF Team",0,1
"Master 1","Male","BLACK","Middle","FIGHT 6","Thu","09/01","10:30 AM",2,"8",866,"Dylan C Whyte","Soul Fighters BJJ",0,0,"44",866,"Hector Sebastián Diaz Matus","Cohab Chile",0,1
"Master 1","Male","BLACK","Middle","FIGHT 1","Thu","09/01","09:48 AM",2,"24",867,"Fernando Isai Cabrera","Gracie Barra",0,0,"40",867,"Joshua Aaron Bacallao","Gracie Barra BJJ",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"8",868,"Dylan C Whyte","Soul Fighters BJJ",0,1,"BYE",868,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 10","Thu","09/01","10:59 AM",1,"1",869,"Jaime Soares Canuto","GF Team",0,1,"40",869,"Joshua Aaron Bacallao","Gracie Barra BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 11","Thu","09/01","11:04 AM",1,"12",870,"Rehan Muttalib","Alliance ",0,1,"44",870,"Hector Sebastián Diaz Matus","Cohab Chile",0,0
"Master 1","Male","BLACK","Middle","FIGHT 2","Thu","09/01","10:07 AM",1,"32",871,"Yan de Andrade Mccane","Sumner Grpl Club",0,1,"48",871,"Christian Chun Fat","Brasa CTA",0,0
"Master 1","Male","BLACK","Middle","FIGHT 3","Thu","09/01","10:14 AM",1,"19",872,"Zach Cothren","CheckMat International",0,1,"36",872,"Nicolas Hoher Duarte Pinto","Barum Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Middle","FIGHT 7","Thu","09/01","10:37 AM",1,"1",873,"Jaime Soares Canuto","GF Team",0,1,"32",873,"Yan de Andrade Mccane","Sumner Grpl Club",0,0
"Master 1","Male","BLACK","Middle","FIGHT 9","Thu","09/01","10:42 AM",1,"12",874,"Rehan Muttalib","Alliance ",0,1,"19",874,"Zach Cothren","CheckMat International",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"1",875,"Jaime Soares Canuto","GF Team",0,1,"BYE",875,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"12",876,"Rehan Muttalib","Alliance ",0,1,"BYE",876,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 1","Thu","09/01","09:43 AM",1,"14",877,"Mathew Taylor Brooks","Pablo Silva BJJ",0,1,"49",877,"Carlos Magnos da Silva Schultz","Equipe A",0,0
"Master 1","Male","BLACK","Middle","FIGHT 4","Thu","09/01","10:00 AM",1,"27",878,"Michael Arshag Khatchikian","Meraki BJJ",0,1,"42",878,"JeanPhilippe Marotte ","Arashi Do Behring Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Middle","FIGHT 6","Thu","09/01","10:37 AM",1,"22",879,"Zachary Ryan Hunter","Ed Ramos Jiu-Jitsu USA ",0,1,"14",879,"Mathew Taylor Brooks","Pablo Silva BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 17","Thu","09/01","12:11 PM",1,"6",880,"Thiago Rodrigues Lemos ","CheckMat",0,1,"4",880,"Lucas Hilario dos Santos","Fight Sports",0,0
"Master 1","Male","BLACK","Middle","FIGHT 8","Thu","09/01","10:53 AM",1,"6",881,"Thiago Rodrigues Lemos ","CheckMat",0,1,"27",881,"Michael Arshag Khatchikian","Meraki BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 2","Thu","09/01","09:51 AM",1,"22",882,"Zachary Ryan Hunter","Ed Ramos Jiu-Jitsu USA ",0,1,"37",882,"Logan James Bruneau","GF Team International",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"6",883,"Thiago Rodrigues Lemos ","CheckMat",0,1,"BYE",883,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 11","Thu","09/01","11:18 AM",1,"4",884,"Lucas Hilario dos Santos","Fight Sports",0,1,"22",884,"Zachary Ryan Hunter","Ed Ramos Jiu-Jitsu USA ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 12","Thu","09/01","11:39 AM",2,"10",885,"Dylan Lee Royce","Precision Jiu-Jitsu",0,0,"6",885,"Thiago Rodrigues Lemos ","CheckMat",0,1
"Master 1","Male","BLACK","Middle","FIGHT 3","Thu","09/01","09:55 AM",1,"31",886,"Lucas Wilhan","Lapel Arts Jiu-Jitsu",0,1,"47",886,"Dylan Choate Loriaux","American Top Team",0,0
"Master 1","Male","BLACK","Middle","FIGHT 5","Thu","09/01","10:06 AM",1,"18",887,"Rennick Keolani Kama Jr","LEAD BJJ",0,1,"34",887,"Westin D Vance","Double Five",0,0
"Master 1","Male","BLACK","Middle","FIGHT 7","Thu","09/01","10:43 AM",1,"4",888,"Lucas Hilario dos Santos","Fight Sports",0,1,"31",888,"Lucas Wilhan","Lapel Arts Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Middle","FIGHT 9","Thu","09/01","11:01 AM",1,"10",889,"Dylan Lee Royce","Precision Jiu-Jitsu",0,1,"18",889,"Rennick Keolani Kama Jr","LEAD BJJ",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"4",890,"Lucas Hilario dos Santos","Fight Sports",0,1,"BYE",890,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"10",891,"Dylan Lee Royce","Precision Jiu-Jitsu",0,1,"BYE",891,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 2","Thu","09/01","09:40 AM",1,"15",892,"Eric Thomas Ingram","Pyramid Jiu-Jitsu",0,1,"50",892,"Brandon Joseph Ricetti","Double Five",0,0
"Master 1","Male","BLACK","Middle","FIGHT 4","Thu","09/01","09:57 AM",1,"26",893,"Mark Allen Chappell","Gracie Barra",0,1,"43",893,"Itaro Andrade de Araújo","Gracie Barra JJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 5","Thu","09/01","10:14 AM",1,"23",894,"Chase Westin Bruton","Team James Clingerman",0,1,"15",894,"Eric Thomas Ingram","Pyramid Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Middle","FIGHT 14","Thu","09/01","11:17 AM",1,"7",895,"Jhonny Loureiro Sigallis Souza","Alliance ",0,1,"46",895,"Eric Anderson Rolston","LEAD BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 6","Thu","09/01","10:21 AM",1,"7",896,"Jhonny Loureiro Sigallis Souza","Alliance ",0,1,"26",896,"Mark Allen Chappell","Gracie Barra",0,0
"Master 1","Male","BLACK","Middle","FIGHT 1","Thu","09/01","09:36 AM",1,"23",897,"Chase Westin Bruton","Team James Clingerman",0,1,"39",897,"Keith Robert Bookman","Gracie Barra BJJ",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"7",898,"Jhonny Loureiro Sigallis Souza","Alliance ",0,1,"BYE",898,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 10","Thu","09/01","10:45 AM",1,"46",899,"Eric Anderson Rolston","LEAD BJJ",0,1,"23",899,"Chase Westin Bruton","Team James Clingerman",0,0
"Master 1","Male","BLACK","Middle","FIGHT 11","Thu","09/01","10:55 AM",2,"11",900,"Roberto Rignani Junior","CheckMat International",0,0,"7",900,"Jhonny Loureiro Sigallis Souza","Alliance ",0,1
"Master 1","Male","BLACK","Middle","FIGHT 3","Thu","09/01","09:47 AM",2,"30",901,"Gabriel Luis Montuani","Zenith BJJ",0,0,"46",901,"Eric Anderson Rolston","LEAD BJJ",0,1
"Master 1","Male","BLACK","Middle","FIGHT 7","Thu","09/01","10:31 AM",1,"20",902,"Ethan Joseph Baumann","Pedro Sauer Team",0,1,"35",902,"Warren Jefferson Stout","Renzo Gracie Nashville",1,0
"Master 1","Male","BLACK","Middle","FIGHT 9","Thu","09/01","10:40 AM",2,"2",903,"Pedro Henrique Monteiro Palhares","Luiz Palhares Jiu-Jitsu",1,0,"46",903,"Eric Anderson Rolston","LEAD BJJ",0,1
"Master 1","Male","BLACK","Middle","FIGHT 8","Thu","09/01","10:35 AM",1,"11",904,"Roberto Rignani Junior","CheckMat International",0,1,"20",904,"Ethan Joseph Baumann","Pedro Sauer Team",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"2",905,"Pedro Henrique Monteiro Palhares","Luiz Palhares Jiu-Jitsu",0,1,"BYE",905,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"11",906,"Roberto Rignani Junior","CheckMat International",0,1,"BYE",906,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 4","Thu","09/01","10:10 AM",1,"29",907,"Manuel Ray Gonzales II","Ralph Gracie",0,1,"45",907,"Fabricio de Assis Costa da Silva","Brasa CTA",1,0
"Master 1","Male","BLACK","Middle","FIGHT 2","Thu","09/01","09:50 AM",1,"25",908,"Michael John Backman","Renzo Gracie Academy",0,1,"41",908,"Jose Rodolfo Pinto Alves","CheckMat",0,0
"Master 1","Male","BLACK","Middle","FIGHT 5","Thu","09/01","10:12 AM",1,"3",909,"Joseph Thrasher","Wisconsin 360 Jiu-Jitsu",0,1,"29",909,"Manuel Ray Gonzales II","Ralph Gracie",0,0
"Master 1","Male","BLACK","Middle","FIGHT 13","Thu","09/01","11:26 AM",2,"5",910,"Enrique Augusto March","Fight Sports International",0,0,"38",910,"Lee Sanghyeon","Ground Core Korea",0,1
"Master 1","Male","BLACK","Middle","FIGHT 7","Thu","09/01","10:37 AM",1,"5",911,"Enrique Augusto March","Fight Sports International",0,1,"25",911,"Michael John Backman","Renzo Gracie Academy",0,0
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"3",912,"Joseph Thrasher","Wisconsin 360 Jiu-Jitsu",0,1,"BYE",912,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"5",913,"Enrique Augusto March","Fight Sports International",0,1,"BYE",913,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 8","Thu","09/01","10:45 AM",1,"38",914,"Lee Sanghyeon","Ground Core Korea",0,1,"3",914,"Joseph Thrasher","Wisconsin 360 Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Middle","FIGHT 10","Thu","09/01","11:00 AM",2,"16",915,"Gialysson Adão Silva Freitas","GF Team",0,0,"5",915,"Enrique Augusto March","Fight Sports International",0,1
"Master 1","Male","BLACK","Middle","FIGHT 1","Thu","09/01","09:36 AM",2,"21",916,"Edward Nicholas Borbon","Heroes Martial Arts",0,0,"38",916,"Lee Sanghyeon","Ground Core Korea",0,1
"Master 1","Male","BLACK","Middle","FIGHT 3","Thu","09/01","10:00 AM",1,"16",917,"Gialysson Adão Silva Freitas","GF Team",0,1,"33",917,"Xennon Cesar Dalanon","Ares BJJ",0,0
"Master 1","Male","BLACK","Middle","FIGHT 6","Thu","09/01","10:30 AM",2,"13",918,"Kenji Benjamin Sette","GF Team International",0,0,"38",918,"Lee Sanghyeon","Ground Core Korea",0,1
"Master 1","Male","BLACK","Middle","FIGHT 9","Thu","09/01","10:47 AM",2,"9",919,"Edmund Yongwoo Kim","Alliance International ",1,0,"16",919,"Gialysson Adão Silva Freitas","GF Team",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"13",920,"Kenji Benjamin Sette","GF Team International",0,1,"BYE",920,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"9",921,"Edmund Yongwoo Kim","Alliance International ",0,1,"BYE",921,"BYE","BYE",0,1
"Master 1","Male","BLACK","Middle","FIGHT 24","Thu","09/01","01:15 PM",2,"7",922,"Jhonny Loureiro Sigallis Souza","Alliance ",0,0,"1",922,"Jaime Soares Canuto","GF Team",0,1
"Master 1","Male","BLACK","Middle","FIGHT 20","Thu","09/01","12:47 PM",2,"6",923,"Thiago Rodrigues Lemos ","CheckMat",0,0,"1",923,"Jaime Soares Canuto","GF Team",0,1
"Master 1","Male","BLACK","Middle","FIGHT 17","Thu","09/01","11:52 AM",2,"38",924,"Lee Sanghyeon","Ground Core Korea",0,0,"7",924,"Jhonny Loureiro Sigallis Souza","Alliance ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:51 AM",1,"62",925,"Chadd Andrew Stefanides","Ares BJJ",0,1,"69",925,"Alex Lee Jones","Team Shawn Hammonds",1,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",926,"Patrick Grady Mosley","Six Blades Jiu-Jitsu",0,1,"BYE",926,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:57 AM",1,"4",927,"Ethan Michael Seay","Gracie Barra BJJ",0,1,"62",927,"Chadd Andrew Stefanides","Ares BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:29 AM",2,"38",928,"Matthew Stephen Swim","Alliance Jiu-Jitsu",0,0,"4",928,"Ethan Michael Seay","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:59 AM",1,"54",929,"Gino Arturo Montero","Double Five",0,1,"14",929,"Patrick Grady Mosley","Six Blades Jiu-Jitsu",1,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",930,"Ethan Michael Seay","Gracie Barra BJJ",0,1,"BYE",930,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"54",931,"Gino Arturo Montero","Double Five",0,1,"BYE",931,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","10:09 AM",2,"46",932,"Joshua Blake Jones","X3 Sports BJJ",0,0,"4",932,"Ethan Michael Seay","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:15 AM",1,"38",933,"Matthew Stephen Swim","Alliance Jiu-Jitsu",0,1,"54",933,"Gino Arturo Montero","Double Five",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"30",934,"Tyler James Goodrich","Pablo Silva BJJ",0,1,"BYE",934,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"17",935,"Andy Jay Merritt","TAC Team BJJ",0,1,"BYE",935,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:30 AM",1,"46",936,"Joshua Blake Jones","X3 Sports BJJ",0,1,"30",936,"Tyler James Goodrich","Pablo Silva BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:06 AM",1,"38",937,"Matthew Stephen Swim","Alliance Jiu-Jitsu",0,1,"17",937,"Andy Jay Merritt","TAC Team BJJ",1,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"46",938,"Joshua Blake Jones","X3 Sports BJJ",0,1,"BYE",938,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"38",939,"Matthew Stephen Swim","Alliance Jiu-Jitsu",0,1,"BYE",939,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:30 AM",1,"58",940,"Erik Wayne Alaniz","RMNU Team",0,1,"66",940,"Angel Rafael Suarez","R1NG BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",941,"Joshua Aaron Palmisano","Rodrigo Pinheiro ",0,1,"BYE",941,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:47 AM",1,"6",942,"Joseph Jimenez","Cicero Costha Internacional",0,1,"58",942,"Erik Wayne Alaniz","RMNU Team",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 10","Sat","09/03","10:31 AM",1,"10",943,"Joshua Aaron Palmisano","Rodrigo Pinheiro ",0,1,"6",943,"Joseph Jimenez","Cicero Costha Internacional",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:40 AM",2,"50",944,"Jaime Adrian Alvarado Silva","Dojo Leo Iturralde",0,0,"10",944,"Joshua Aaron Palmisano","Rodrigo Pinheiro ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",945,"Joseph Jimenez","Cicero Costha Internacional",0,1,"BYE",945,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"50",946,"Jaime Adrian Alvarado Silva","Dojo Leo Iturralde",0,1,"BYE",946,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:02 AM",2,"42",947,"Kyriakos Ispoglou","Aspire To Inspire",0,0,"6",947,"Joseph Jimenez","Cicero Costha Internacional",0,1
